,competicion,nombre_Equipo,escudo,plantilla,edad_media,extranjeros,valor
204,10.0,Novara Calcio 1908,//tmssl.akamaized.net//images/wappen/head/6692.png?lm=1437137628,27,"25,4",12,"16,48 mill. €"
205,10.0,Ternana Calcio,//tmssl.akamaized.net//images/wappen/head/1103.png?lm=1477139953,28,"25,6",5,"15,55 mill. €"
206,10.0,Brescia Calcio,//tmssl.akamaized.net//images/wappen/head/19.png?lm=1411027992,27,"24,1",7,"15,15 mill. €"
207,10.0,AC Cesena,//tmssl.akamaized.net//images/wappen/head/1429.png?lm=1437137403,29,"25,4",5,"14,85 mill. €"
208,10.0,US Salernitana 1919,//tmssl.akamaized.net//images/wappen/head/380.png?lm=1437137762,26,"25,6",7,"14,28 mill. €"
209,10.0,AC Perugia Calcio,//tmssl.akamaized.net//images/wappen/head/839.png?lm=1438548482,25,"25,4",4,"12,48 mill. €"
210,10.0,SPAL 2013,//tmssl.akamaized.net//images/wappen/head/2722.png?lm=1431979505,24,"26,4",0,"11,50 mill. €"
211,10.0,Vicenza Calcio,//tmssl.akamaized.net//images/wappen/head/2655.png?lm=1437137914,29,"24,9",9,"11,38 mill. €"
212,10.0,Virtus Entella,//tmssl.akamaized.net//images/wappen/head/20519.png?lm=1424769530,25,"25,1",7,"10,95 mill. €"
213,10.0,US Avellino 1912,//tmssl.akamaized.net//images/wappen/head/2331.png?lm=1446296368,25,"26,1",9,"10,90 mill. €"
214,10.0,AS Cittadella,//tmssl.akamaized.net//images/wappen/head/4084.png?lm=1424769490,28,"25,6",2,"9,98 mill. €"
215,10.0,Ascoli Picchio,//tmssl.akamaized.net//images/wappen/head/408.png?lm=1481197313,25,"24,9",6,"9,85 mill. €"
216,10.0,AC Pisa 1909,//tmssl.akamaized.net//images/wappen/head/4172.png?lm=1435613031,26,"25,8",7,"9,75 mill. €"
217,10.0,Trapani Calcio,//tmssl.akamaized.net//images/wappen/head/4331.png?lm=1437137813,29,"26,3",5,"9,43 mill. €"
218,10.0,US Latina Calcio,//tmssl.akamaized.net//images/wappen/head/22045.png?lm=1471007208,29,"24,8",8,"9,25 mill. €"
219,10.0,FC Pro Vercelli 1892,//tmssl.akamaized.net//images/wappen/head/26789.png?lm=1437137737,26,"24,3",3,"8,58 mill. €"
